product_type,brand,model,processor,ram_gb,storage_gb,gpu,os,weight_kg,battery_wh,battery_mah,display_size_inches,display_resolution,refresh_rate_hz,charging_w,front_camera,back_camera,description,review_text,source_url,price_original,price_currency,price_bdt
Laptop,Lenovo,IdeaPad 320-15ISK,Intel Core i3 6006U 2GHz,4,256,Intel HD Graphics 520,No OS,2.2,,,15.6,1920x1080,165,,,,"Crafted to meet the demands of modern users, the Lenovo IdeaPad 320-15ISK is a reliable piece of engineering. Additionally, it is driven by the Intel Core i3 6006U 2GHz processor, 4 of memory and a spacious 256.0 of internal storage, ensuring brisk responsiveness. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, perfect for streaming and reading. With the Intel HD Graphics 520 on board, visual performance is consistently maintained at a high tier. It integrates an overall weight of just 2.2kg to maximize mobility without sacrificing runtime. Operating on No OS, this configuration positions the Lenovo IdeaPad 320-15ISK as a highly capable daily driver.",,https://store.lenovo.com/in/en/ideapad-320-15isk-80xh0214in-195155-1.html; https://www.gadgets360.com/lenovo-320-15isk-7146,488.4,USD,58608
Laptop,HP,ProBook 450,Intel Core i5 8250U 1.6GHz,4,500,Intel HD Graphics 620,Windows 10,2.1,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the HP ProBook 450 stands out as a dynamic and dependable choice. In terms of hardware, it is fueled by the Intel Core i5 8250U 1.6GHz processor, 4 of memory and a spacious 500.0 of internal storage, ensuring brisk responsiveness. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. The inclusion of the Intel HD Graphics 620 ensures that graphics-heavy tasks are executed with ease. It integrates a surprisingly light 2.1kg frame to maximize mobility without sacrificing runtime. Coupled with the intuitive Windows 10 environment, the HP ProBook 450 hits all the right notes for its category.",,https://www.gadgets360.com/hp-probook-450-8531; https://icecat.biz/en/p/hp/816g4ea/probook-laptops-0197497613544-probook+450+g10-109793259.html,794.2,USD,95304
Laptop,Dell,Vostro 3568,Intel Core i5 7200U 2.5GHz,4,1024,Intel HD Graphics 620,Windows 10,2.18,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Dell Vostro 3568 stands out as a modern and dependable choice. The core of its performance lies in the Intel Core i5 7200U 2.5GHz processor, 4 of memory and a spacious 1024.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Visuals are delivered through a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the Intel HD Graphics 620, providing stability across gaming and design software. For users constantly on the move, it features an overall weight of just 2.18kg. Operating on Windows 10, this configuration positions the Dell Vostro 3568 as a highly capable daily driver.",,https://www.dell.com/support/product-details/en-us/product/vostro-15-3568-laptop/overview; https://www.gadgets360.com/dell-vostro-3568-5281; https://laptopmedia.com/series/dell-vostro-15-3568/,722.7,USD,86724
Laptop,Dell,Inspiron 3567,Intel Core i5 7200U 2.5GHz,8,1024,AMD Radeon R5 M430,Windows 10,2.24,,,15.6,1920x1080,165,,,,"The Dell Inspiron 3567 seamlessly blends aesthetics with performance, making it a sophisticated companion for daily tasks. The core of its performance lies in the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 1024.0 of internal storage, allowing users to navigate demanding workflows seamlessly. The device incorporates a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. When it comes to graphical fidelity, the AMD Radeon R5 M430 steps in to accelerate complex visual workloads. Practicality is further enhanced by an overall weight of just 2.24kg, offering an excellent balance of longevity and comfort. Ultimately, with Windows 10 at the helm, the Dell Inspiron 3567 easily satisfies the rigorous demands of contemporary digital life.",,https://www.dell.com/support/product-details/en-us/product/inspiron-15-3567-laptop/resources/manuals; https://icecat.biz/en/p/dell/n3567e-p63f002-ti58100/inspiron-laptops-3567-41154188.html; https://www.gadgets360.com/dell-inspiron-15-3567-5358,621.5,USD,74580
Laptop,Dell,Inspiron 5579,Intel Core i5 8250U 1.6GHz,8,256,Intel UHD Graphics 620,Windows 10,2.67,,,15.6,1920x1080,165,,,,"Crafted to meet the demands of modern users, the Dell Inspiron 5579 is a sophisticated piece of engineering. In terms of hardware, it is powered by the Intel Core i5 8250U 1.6GHz processor, 8 of memory and a spacious 256.0 of internal storage, ensuring brisk responsiveness. Visuals are rendered on a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. The inclusion of the Intel UHD Graphics 620 ensures that graphics-heavy tasks are executed with ease. Practicality is further enhanced by a portable chassis weighing 2.67kg, offering an excellent balance of longevity and comfort. Ultimately, with Windows 10 at the helm, the Dell Inspiron 5579 easily satisfies the rigorous demands of contemporary digital life.",,https://www.dell.com/support/product-details/en-us/product/inspiron-15-5579-2-in-1-laptop/resources/manuals; https://www.gadgets360.com/dell-inspiron-15-5579-8350; https://icecat.biz/p/dell/ni155579_bt_h012be/inspiron-laptops-5579-40561640.html,878.9,USD,105468
Laptop,Asus,ZenBook Flip,Intel Core i7 8550U 1.8GHz,8,1024,Intel UHD Graphics 620,Windows 10,1.1,67,,13.3,1920x1080,60,,,,"Crafted to meet the demands of modern users, the Asus ZenBook Flip is a highly capable piece of engineering. Additionally, it is engineered around the Intel Core i7 8550U 1.8GHz processor, 8 of memory and a spacious 1024.0 of internal storage, ensuring brisk responsiveness. Its front panel is dominated by a 13.3-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 60.0 refresh rate, providing vibrant colors and sharp contrasts. The inclusion of the Intel UHD Graphics 620 ensures that graphics-heavy tasks are executed with ease. It integrates a long-lasting 67.0 battery and a surprisingly light 1.1kg frame to maximize mobility without sacrificing runtime. Ultimately, with Windows 10 at the helm, the Asus ZenBook Flip easily satisfies the rigorous demands of contemporary digital life.",,https://www.asus.com/laptops/for-home/zenbook/zenbook-flip-13-ux363/techspec/,1648.9,USD,197868
Laptop,Lenovo,IdeaPad 320-15IKBN,Intel Core i5 7200U 2.5GHz,4,1024,Intel HD Graphics 620,No OS,2.2,,,15.6,1920x1080,165,,,,"Presenting the Lenovo IdeaPad 320-15IKBN: a sophisticated device built for uncompromised productivity and entertainment. It boasts an impressive architecture featuring the Intel Core i5 7200U 2.5GHz processor, 4 of memory and a spacious 1024.0 of internal storage to comfortably manage multitasking without bottlenecks. The device incorporates a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. Graphics rendering is effectively managed by the Intel HD Graphics 620, providing stability across gaming and design software. Physical endurance is addressed by a portable chassis weighing 2.2kg, keeping you productive on the go. Ultimately, with No OS at the helm, the Lenovo IdeaPad 320-15IKBN easily satisfies the rigorous demands of contemporary digital life.",,https://www.gadgets360.com/lenovo-ideapad-320-15ikb-8405,513.7,USD,61644
Laptop,HP,Probook 470,Intel Core i7 8550U 1.8GHz,8,1024,Nvidia GeForce 930MX,Windows 10,2.5,48,,17.3,1920x1080,60,,,,"The HP Probook 470 seamlessly blends aesthetics with performance, making it a modern companion for daily tasks. System operations are equipped with the Intel Core i7 8550U 1.8GHz processor, 8 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. Visuals are presented via a 17.3-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 60.0 refresh rate, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the Nvidia GeForce 930MX, providing stability across gaming and design software. It integrates an endurance-focused 48.0 battery and an overall weight of just 2.5kg to maximize mobility without sacrificing runtime. Ultimately, with Windows 10 at the helm, the HP Probook 470 easily satisfies the rigorous demands of contemporary digital life.",,https://www.hp.com/us-en/shop/pdp/hp-probook-470-g5-notebook-pc-customizable-1lr90av-mb; https://www.productindetail.com/pn/hp-probook-470-g4-notebook,1119.8,USD,134376
Laptop,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Intel Core i7 8550U 1.8GHz,8,256,Intel UHD Graphics 620,Windows 10,2.05,,,15.6,1920x1080,,,,,"The Lenovo V330-15IKB (i7-8550U/8GB/256GB/FHD/W10) emerges as a powerful solution designed to elevate your digital experience. It boasts an impressive architecture featuring the Intel Core i7 8550U 1.8GHz processor, 8 of memory and a spacious 256.0 of internal storage to comfortably manage multitasking without bottlenecks. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution, providing vibrant colors and sharp contrasts. The inclusion of the Intel UHD Graphics 620 ensures that graphics-heavy tasks are executed with ease. Practicality is further enhanced by a portable chassis weighing 2.05kg, offering an excellent balance of longevity and comfort. Running naturally on Windows 10, the Lenovo V330-15IKB (i7-8550U/8GB/256GB/FHD/W10) is an outstanding technological investment.",,https://pcsupport.lenovo.com/us/en/products/laptops-and-netbooks/lenovo-v-series-laptops/v330-15ikb; https://icecat.biz/en/p/lenovo/81ax006lpb/v-laptops-0192076355297-v330-15ikb-55358353.html,968,USD,116160
Laptop,Apple,MacBook Pro,Intel Core i5 2.9GHz,8,512,Intel Iris Graphics 550,macOS,1.37,,,13.3,2560x1600,120,,,,"Presenting the Apple MacBook Pro: a reliable device built for uncompromised productivity and entertainment. System operations are engineered around the Intel Core i5 2.9GHz processor, 8 of memory and a spacious 512.0 of internal storage, providing the necessary bandwidth for intensive applications. Visuals are showcased on a 13.3-inch display featuring a crisp 2560x1600 resolution featuring an ultra-smooth 120.0 refresh rate, which guarantees an immersive viewing experience. With the Intel Iris Graphics 550 on board, visual performance is consistently maintained at a high tier. It integrates an overall weight of just 1.37kg to maximize mobility without sacrificing runtime. Ultimately, with macOS at the helm, the Apple MacBook Pro easily satisfies the rigorous demands of contemporary digital life.",,https://www.apple.com/macbook-pro/specs/; https://www.apple.com/macbook-pro/; https://www.gadgets360.com/apple-macbook-pro-7330,2154.79,USD,258574.8
Laptop,Asus,Rog Strix,AMD Ryzen 1700 3GHz,16,1280,AMD Radeon RX 580,Windows 10,3.2,90,,17.3,1920x1080,300,,,,"Crafted to meet the demands of modern users, the Asus Rog Strix is a highly capable piece of engineering. It boasts an impressive architecture featuring the AMD Ryzen 1700 3GHz processor, 16 of memory and a spacious 1280.0 of internal storage to comfortably manage multitasking without bottlenecks. Visuals are rendered on a 17.3-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 300.0 refresh rate, which guarantees an immersive viewing experience. The inclusion of the AMD Radeon RX 580 ensures that graphics-heavy tasks are executed with ease. It integrates a substantial 90.0 cell and an overall weight of just 3.2kg to maximize mobility without sacrificing runtime. Coupled with the intuitive Windows 10 environment, the Asus Rog Strix hits all the right notes for its category.",,https://rog.asus.com/laptops/rog-strix-series/; https://rog.asus.com/laptops/rog-strix/rog-strix-g16-2026/,1703.9,USD,204468
Laptop,Lenovo,ThinkPad X1,Intel Core i7 6600U 2.6GHz,16,512,Intel HD Graphics 520,Windows 10,1.36,45.8,,14,2560x1440,120,,,,"Crafted to meet the demands of modern users, the Lenovo ThinkPad X1 is a feature-rich piece of engineering. In terms of hardware, it is fueled by the Intel Core i7 6600U 2.6GHz processor, 16 of memory and a spacious 512.0 of internal storage, ensuring brisk responsiveness. Its front panel is dominated by a 14.0-inch display featuring a crisp 2560x1440 resolution featuring an ultra-smooth 120.0 refresh rate, providing vibrant colors and sharp contrasts. With the Intel HD Graphics 520 on board, visual performance is consistently maintained at a high tier. It integrates an endurance-focused 45.8 battery and a portable chassis weighing 1.36kg to maximize mobility without sacrificing runtime. Ultimately, with Windows 10 at the helm, the Lenovo ThinkPad X1 easily satisfies the rigorous demands of contemporary digital life.",,https://psref.lenovo.com/Product/ThinkPad/ThinkPad_X1_2_in_1_Gen_10_Aura_Edition?tab=spec; https://support.lenovo.com/us/en/solutions/pd027202-detailed-specifications-thinkpad-x1-carbon-type-34xx; https://download.lenovo.com/manual/thinkpad_x1_carbon_gen13/user_guide/en/Features_and_specifications.html,2748.9,USD,329868
Laptop,Toshiba,Satellite Pro,Intel Core i7 6500U 2.5GHz,8,500,Nvidia GeForce 930M,Windows 10,2.2,,,15.6,1366x768,165,,,,"The Toshiba Satellite Pro emerges as a premium solution designed to elevate your digital experience. Moving to performance, it is engineered around the Intel Core i7 6500U 2.5GHz processor, 8 of memory and a spacious 500.0 of internal storage, ensuring brisk responsiveness. Its front panel is dominated by a 15.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. The inclusion of the Nvidia GeForce 930M ensures that graphics-heavy tasks are executed with ease. Physical endurance is addressed by a surprisingly light 2.2kg frame, keeping you productive on the go. Ultimately, with Windows 10 at the helm, the Toshiba Satellite Pro easily satisfies the rigorous demands of contemporary digital life.",,https://www.gadgets360.com/toshiba-satellite-pro-a40-cx4100-7601; https://kelaptop.com/en/toshiba-satellite-pro-a50-e-1ev-ps595e-2ny00jbt,893.2,USD,107184
Laptop,Dell,Inspiron 5567,Intel Core i7 7500U 2.7GHz,12,1024,Intel HD Graphics 620,Windows 10,2.3,,,15.6,1366x768,165,,,,"Presenting the Dell Inspiron 5567: a feature-rich device built for uncompromised productivity and entertainment. The core of its performance lies in the Intel Core i7 7500U 2.7GHz processor, 12 of memory and a spacious 1024.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Visuals are rendered on a 15.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the Intel HD Graphics 620, providing stability across gaming and design software. It integrates a surprisingly light 2.3kg frame to maximize mobility without sacrificing runtime. Operating on Windows 10, this configuration positions the Dell Inspiron 5567 as a highly capable daily driver.",,https://www.dell.com/support/product-details/en-us/product/inspiron-15-5567-laptop/resources/manuals; https://www.gadgets360.com/dell-inspiron-5567-5361; https://laptopmedia.com/series/dell-inspiron-15-5567/,784.38,USD,94125.6
Laptop,Acer,Aspire A515-51G,Intel Core i7 8550U 1.8GHz,8,1024,Nvidia GeForce MX130,Windows 10,2.2,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Acer Aspire A515-51G stands out as a highly capable and dependable choice. System operations are equipped with the Intel Core i7 8550U 1.8GHz processor, 8 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. The device incorporates a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. Graphics rendering is effectively managed by the Nvidia GeForce MX130, providing stability across gaming and design software. Practicality is further enhanced by a surprisingly light 2.2kg frame, offering an excellent balance of longevity and comfort. Running naturally on Windows 10, the Acer Aspire A515-51G is an outstanding technological investment.",,https://www.gadgets360.com/acer-aspire-5-a515-51g-6334; https://laptopmedia.com/series/acer-aspire-5-a515-51-a515-51g/,819.5,USD,98340
Laptop,Lenovo,IdeaPad 320-17ISK,Intel Core i3 6006U 2GHz,4,1024,Intel HD Graphics 520,Windows 10,2.8,30,,17.3,1600x900,60,,,,"The Lenovo IdeaPad 320-17ISK emerges as a dynamic solution designed to elevate your digital experience. System operations are engineered around the Intel Core i3 6006U 2GHz processor, 4 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. Its front panel is dominated by a 17.3-inch display featuring a crisp 1600x900 resolution featuring an ultra-smooth 60.0 refresh rate, providing vibrant colors and sharp contrasts. When it comes to graphical fidelity, the Intel HD Graphics 520 steps in to accelerate complex visual workloads. It integrates a long-lasting 30.0 battery and a portable chassis weighing 2.8kg to maximize mobility without sacrificing runtime. Operating on Windows 10, this configuration positions the Lenovo IdeaPad 320-17ISK as a highly capable daily driver.",,https://support.lenovo.com/us/en/solutions/pd105051-product-overview-320-17ikb-320-17isk; https://www.manualslib.com/products/Lenovo-Ideapad-320-17isk-8944558.html,537.9,USD,64548
Laptop,Lenovo,IdeaPad 320-17IKBR,Intel Core i7 8550U 1.8GHz,8,2048,Nvidia GeForce MX150,No OS,2.8,,,17.3,1920x1080,,,,,"The Lenovo IdeaPad 320-17IKBR emerges as a powerful solution designed to elevate your digital experience. As for its internals, it is fueled by the Intel Core i7 8550U 1.8GHz processor, 8 of memory and a spacious 2048.0 of internal storage, ensuring brisk responsiveness. Visuals are rendered on a 17.3-inch display featuring a crisp 1920x1080 resolution, which guarantees an immersive viewing experience. With the Nvidia GeForce MX150 on board, visual performance is consistently maintained at a high tier. It integrates a portable chassis weighing 2.8kg to maximize mobility without sacrificing runtime. Ultimately, with No OS at the helm, the Lenovo IdeaPad 320-17IKBR easily satisfies the rigorous demands of contemporary digital life.",,https://www.manualslib.com/manual/2329273/Lenovo-Ideapad-320-17ikb.html,933.9,USD,112068
Laptop,Lenovo,IdeaPad 320-17IKB,Intel Core i7 7500U 2.7GHz,6,1152,Nvidia GeForce 940MX,Windows 10,2.8,30,,17.3,1600x900,60,,,,"Presenting the Lenovo IdeaPad 320-17IKB: a highly capable device built for uncompromised productivity and entertainment. The core of its performance lies in the Intel Core i7 7500U 2.7GHz processor, 6 of memory and a spacious 1152.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Visuals are presented via a 17.3-inch display featuring a crisp 1600x900 resolution featuring an ultra-smooth 60.0 refresh rate, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the Nvidia GeForce 940MX, providing stability across gaming and design software. Physical endurance is addressed by an endurance-focused 30.0 battery and an overall weight of just 2.8kg, keeping you productive on the go. Running naturally on Windows 10, the Lenovo IdeaPad 320-17IKB is an outstanding technological investment.",,https://support.lenovo.com/us/en/solutions/pd105051-product-overview-320-17ikb-320-17isk,944.9,USD,113388
Laptop,Dell,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4,1024,AMD Radeon R5 M430,Linux,2.25,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Dell Inspiron 3567 stands out as a reliable and dependable choice. The core of its performance lies in the Intel Core i3 6006U 2.0GHz processor, 4 of memory and a spacious 1024.0 of internal storage, allowing users to navigate demanding workflows seamlessly. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. With the AMD Radeon R5 M430 on board, visual performance is consistently maintained at a high tier. Practicality is further enhanced by a surprisingly light 2.25kg frame, offering an excellent balance of longevity and comfort. Coupled with the intuitive Linux environment, the Dell Inspiron 3567 hits all the right notes for its category.",,https://www.dell.com/support/product-details/en-us/product/inspiron-15-3567-laptop/resources/manuals; https://icecat.biz/en/p/dell/n3567e-p63f002-ti58100/inspiron-laptops-3567-41154188.html; https://www.gadgets360.com/dell-inspiron-15-3567-5358,470.8,USD,56496
Laptop,Lenovo,Ideapad 320-15IKBN,Intel Core i5 7200U 2.5GHz,6,256,Intel HD Graphics 620,Windows 10,2.2,,,15.6,1920x1080,165,,,,"The Lenovo Ideapad 320-15IKBN seamlessly blends aesthetics with performance, making it a versatile companion for daily tasks. It boasts an impressive architecture featuring the Intel Core i5 7200U 2.5GHz processor, 6 of memory and a spacious 256.0 of internal storage to comfortably manage multitasking without bottlenecks. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, perfect for streaming and reading. With the Intel HD Graphics 620 on board, visual performance is consistently maintained at a high tier. It integrates a surprisingly light 2.2kg frame to maximize mobility without sacrificing runtime. Coupled with the intuitive Windows 10 environment, the Lenovo Ideapad 320-15IKBN hits all the right notes for its category.",,https://www.gadgets360.com/lenovo-ideapad-320-15ikb-8405,636.9,USD,76428
Laptop,Acer,Aspire A517-51G,Intel Core i7 8550U 1.8GHz,8,256,Nvidia GeForce MX150,Windows 10,3,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Acer Aspire A517-51G stands out as a versatile and dependable choice. System operations are driven by the Intel Core i7 8550U 1.8GHz processor, 8 of memory and a spacious 256.0 of internal storage, providing the necessary bandwidth for intensive applications. Visuals are presented via a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the Nvidia GeForce MX150, providing stability across gaming and design software. Physical endurance is addressed by a surprisingly light 3.0kg frame, keeping you productive on the go. Running naturally on Windows 10, the Acer Aspire A517-51G is an outstanding technological investment.",,https://icecat.biz/us/p/acer/nx.gsxeg.016/aspire-laptops-a517-51g-501z-54439739.html; https://www.gadgets360.com/acer-aspire-a517-51g-8433-6691; https://www.productindetail.com/pn/acer-aspire-5-a517-51g-55nn,1046.1,USD,125532
Laptop,Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Intel Core i7 7500U 2.7GHz,12,1024,Intel HD Graphics 620,Windows 10,2.15,48,,15.6,1920x1080,60,,,,"For those seeking reliable technology, the Acer SP315-51 (i7-7500U/12GB/1TB/FHD/W10) stands out as a powerful and dependable choice. System operations are driven by the Intel Core i7 7500U 2.7GHz processor, 12 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 60.0 refresh rate, perfect for streaming and reading. Graphics rendering is effectively managed by the Intel HD Graphics 620, providing stability across gaming and design software. Physical endurance is addressed by a long-lasting 48.0 battery and a portable chassis weighing 2.15kg, keeping you productive on the go. Running naturally on Windows 10, the Acer SP315-51 (i7-7500U/12GB/1TB/FHD/W10) is an outstanding technological investment.",,https://icecat.biz/p/acer/nx.gk9aa.021/spin-notebooks-sp315-51-757c-38049876.html; https://www.laptoparena.net/acer/hybrid-2-in-1-acer-spin-sp315-51-757c-nxgk9aa021-black-1397,724.9,USD,86988
Laptop,Lenovo,Thinkpad T570,Intel Core i7 7500U 2.7GHz,8,256,Intel HD Graphics 630,Windows 10,1.95,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Lenovo Thinkpad T570 stands out as a versatile and dependable choice. System operations are powered by the Intel Core i7 7500U 2.7GHz processor, 8 of memory and a spacious 256.0 of internal storage, providing the necessary bandwidth for intensive applications. Visuals are handled by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, which guarantees an immersive viewing experience. Graphics rendering is effectively managed by the Intel HD Graphics 630, providing stability across gaming and design software. For users constantly on the move, it features an overall weight of just 1.95kg. Ultimately, with Windows 10 at the helm, the Lenovo Thinkpad T570 easily satisfies the rigorous demands of contemporary digital life.",,https://psref.lenovo.com/Detail/ThinkPad/ThinkPad_T570?M=20H90019xx; https://www.gadgets360.com/lenovo-thinkpad-t570-6257; https://www.productindetail.com/pn/lenovo-thinkpad-t570,1206.7,USD,144804
Laptop,Asus,VivoBook S15,Intel Core i5 7200U 2.5GHz,8,256,Nvidia GeForce 940MX,Windows 10,1.7,70,,15.6,1920x1080,120,,,,"Presenting the Asus VivoBook S15: a versatile device built for uncompromised productivity and entertainment. System operations are powered by the Intel Core i5 7200U 2.5GHz processor, 8 of memory and a spacious 256.0 of internal storage, providing the necessary bandwidth for intensive applications. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 120.0 refresh rate, perfect for streaming and reading. With the Nvidia GeForce 940MX on board, visual performance is consistently maintained at a high tier. For users constantly on the move, it features an endurance-focused 70.0 battery and a surprisingly light 1.7kg frame. Coupled with the intuitive Windows 10 environment, the Asus VivoBook S15 hits all the right notes for its category.",,https://www.asus.com/laptops/for-home/vivobook/asus-vivobook-s-15-s5507/techspec/,1074.7,USD,128964
Laptop,Lenovo,Legion Y520-15IKBN,Intel Core i7 7700HQ 2.8GHz,16,1280,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,60,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Lenovo Legion Y520-15IKBN stands out as a dynamic and dependable choice. It boasts an impressive architecture featuring the Intel Core i7 7700HQ 2.8GHz processor, 16 of memory and a spacious 1280.0 of internal storage to comfortably manage multitasking without bottlenecks. Its front panel is dominated by a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, providing vibrant colors and sharp contrasts. Graphics rendering is effectively managed by the Nvidia GeForce GTX 1050 Ti, providing stability across gaming and design software. It integrates a long-lasting 60.0 battery and an overall weight of just 2.5kg to maximize mobility without sacrificing runtime. Operating on Windows 10, this configuration positions the Lenovo Legion Y520-15IKBN as a highly capable daily driver.",,https://support.lenovo.com/us/en/solutions/pd104614-product-overview-legion-y520-15ikbn; https://www.gadgets360.com/lenovo-leigon-y-ln-y520-15ikbn-5413; https://www.productindetail.com/pn/lenovo-legion-y520-15ikbn-lenovo-legion-y520-15ikbn-80wk,1296.9,USD,155628
Laptop,Lenovo,IdeaPad 320-15IKB,Intel Core i7 7500U 2.7GHz,8,1024,Nvidia GeForce 940MX,No OS,2.2,,,15.6,1920x1080,165,,,,"For those seeking reliable technology, the Lenovo IdeaPad 320-15IKB stands out as a versatile and dependable choice. System operations are fueled by the Intel Core i7 7500U 2.7GHz processor, 8 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. The device incorporates a 15.6-inch display featuring a crisp 1920x1080 resolution featuring an ultra-smooth 165.0 refresh rate, making it fantastic for media consumption and creative work. When it comes to graphical fidelity, the Nvidia GeForce 940MX steps in to accelerate complex visual workloads. It integrates a portable chassis weighing 2.2kg to maximize mobility without sacrificing runtime. Coupled with the intuitive No OS environment, the Lenovo IdeaPad 320-15IKB hits all the right notes for its category.",,https://www.gadgets360.com/lenovo-ideapad-320-15ikb-8405,724.91,USD,86989.2
Laptop,Acer,Chromebook C910-C2ST,Intel Celeron Dual Core 3205U 1.5GHz,2,16,Intel HD Graphics,Chrome OS,2.19,48,,15.6,1366x768,60,,,,"The Acer Chromebook C910-C2ST emerges as a feature-rich solution designed to elevate your digital experience. System operations are powered by the Intel Celeron Dual Core 3205U 1.5GHz processor, 2 of memory and a spacious 16.0 of internal storage, providing the necessary bandwidth for intensive applications. Users will appreciate the visual fidelity offered by a 15.6-inch display featuring a crisp 1366x768 resolution featuring an ultra-smooth 60.0 refresh rate, perfect for streaming and reading. When it comes to graphical fidelity, the Intel HD Graphics steps in to accelerate complex visual workloads. Physical endurance is addressed by an endurance-focused 48.0 battery and a surprisingly light 2.19kg frame, keeping you productive on the go. Coupled with the intuitive Chrome OS environment, the Acer Chromebook C910-C2ST hits all the right notes for its category.",,https://icecat.biz/en-ca/p/acer/nx.ef3aa.002/chromebook-notebooks-c910-c2st-us-32849705.html; https://laptopmedia.com/series/acer-chromebook-15-c910/; https://www.productindetail.com/pn/acer-chromebook-c910-c3b4; https://www.umpcportal.com/products/Acer/Chromebook%2015%20C910,218.9,USD,26268
Laptop,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Intel Core i7 7700HQ 2.8GHz,8,1024,Nvidia GeForce GTX 1050,Windows 10,3,,,17.3,1920x1080,,,,,"The Asus FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce emerges as a versatile solution designed to elevate your digital experience. System operations are equipped with the Intel Core i7 7700HQ 2.8GHz processor, 8 of memory and a spacious 1024.0 of internal storage, providing the necessary bandwidth for intensive applications. The device incorporates a 17.3-inch display featuring a crisp 1920x1080 resolution, making it fantastic for media consumption and creative work. Graphics rendering is effectively managed by the Nvidia GeForce GTX 1050, providing stability across gaming and design software. It integrates an overall weight of just 3.0kg to maximize mobility without sacrificing runtime. Running naturally on Windows 10, the Asus FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce is an outstanding technological investment.",,https://www.nikonet125.com/asus/laptops/fx753vd-gc071t-i7-7700hq-8gb-1tb-geforce/,1305.7,USD,156684
